id,artist,title,bpm,category,yearReleased
633,DJ Snake & Lil Jon,Turn Down For What,100,G,2014
634,Demi Lovato,Cool For The Summer,114,G,2015
635,Charlie Puth (f/Meghan Trainor),Marvin Gaye,110,G,2015
636,Jason Derulo,Cheyenne,100,G,2015
637,Afrojack (f/Mike Taylor),Summerthing,130,G,2015
638,Major Lazer & DJ Snake (f/Mo),Lean On,125,G,2015
639,The Weeknd,Can't Feel My Face,122,G,2015
640,R City (f/Adam Levine),Locked Away,94,G,2015
641,Silento,Watch Me,128,G,2015
642,Omi,Cheerleader,128,G,2015
643,Fifth Harmony (f/Kid Ink),Worth It,130,G,2015
644,Taylor Swift,Style,118,G,2015
645,Calvin Harris (f/Disciples),How Deep Is Your Love?,122,G,2015
646,Jess Glynne,Hold My Hand,123,G,2015
647,Demi Lovato,Cool For The Summer,127,G,2015
648,Demi Lovato,Cool For The Summer,110,G,2015
649,Silento,Watch Me,130,G,2015
650,Kaya Stewart,In Love With A Boy,132,G,2015
651,Selena Gomez (f/A$AP Rocky),Good For You,95,G,2015
652,Selena Gomez (f/A$AP Rocky),Good For You,100,G,2015
653,Natalie La Rose (f/Fetty Wap),Around The World,131,G,2015
654,Little Mix,Black Magic,126,G,2015
655,Little Mix,Black Magic,112,G,2015
656,Disclosure (f/Sam Smith),Omen,106,G,2015
657,Tori Kelly,Should've Been Us,125,G,2015
658,Fifth Harmony (f/Kid Ink),Worth It,125,G,2015
659,Kygo (f/Conrad),Firestone,114,G,2015
660,Robin Thicke (f/Nicki Minaj),Back Together,118,G,2015
661,Kygo (f/Conrad),Firestone,128,G,2015
662,Fifth Harmony (f/Kid Ink),Worth It,128,G,2015
663,The Weeknd,The Hills,120,G,2015
664,Rachel Platten,Fight Song,115,G,2015
665,5 Seconds Of Summer,She's Kinda Hot,118,G,2015
666,Lady Gaga,Lovegame,105,G,2009
667,Usher (f/Lil Jon & Ludacris),Yeah,105,G,2003
668,Adele,Rolling In The Deep,110,G,2011
669,Pussycat Dolls (f/Snoop Dogg),Buttons,105,G,2006
670,Kevin Lyttle,Turn Me On,106,G,2005
671,Nelly,Hot In Herre,106,G,2002
672,Justin Timberlake,Take Back The Night,108,G,2013
673,Jason Derulo,In My Head,109,G,2010
674,Ne-Yo (f/Kanye West),Because Of You,110,G,2009
675,Timbaland (f/Nelly Furtado & Justin Timberlake),Give It To Me,110,G,2006
676,Kevin Rudolf,Let It Rock,112,G,2010
677,Drake,Hold On We're Going Home,112,G,2013
678,Gnarls Barkley,Crazy,112,G,2006
679,Britney Spears,Gimme More,113,G,2008
680,Macklemore & Ryan Lewis,White Walls,116,G,2014
681,Taylor Swift,Bad Blood,120,G,2015
682,Taylor Swift,Bad Blood,126,G,2015
683,Justin Timberlake,Summer Love,100,G,2006
684,Hailee Steinfeld,Love Myself,128,G,2015
685,Icona Pop,Emergency,126,G,2015
686,Charlie Puth (f/Meghan Trainor),Marvin Gaye,128,G,2015
687,Nick Jonas,Levels,102,G,2015
688,Justin Bieber,What Do You Mean?,125,G,2015
689,Macklemore & Ryan Lewis,Downtown,110,G,2015
690,Rita Ora (f/Chris Brown),Body On Me,110,G,2015
691,Charlie Puth (f/Meghan Trainor),Marvin Gaye,120,G,2015
692,Rihanna (f/Drake),What's My Name?,100,G,2010
693,Jason Derulo,Talk Dirty,100,G,2014
694,Major Lazer (f/Ellie Goulding),Powerful,125,G,2015
695,Major Lazer (f/Ellie Goulding),Powerful,130,G,2015
696,Hailee Steinfeld,Love Myself,123,G,2015
697,Selena Gomez (f/A$AP Rocky),Good For You,128,G,2015
698,Taylor Swift,Wildest Dreams,126,G,2015
699,Selena Gomez,Same Old Love,98,G,2015
700,X Ambassadors,Renegades,128,G,2015
701,R City (f/Adam Levine),Locked Away,125,G,2015
702,Omi,Cheerleader,126,G,2015
703,The Weeknd,Can't Feel My Face,126,G,2015
704,Macklemore & Ryan Lewis,Thrift Shop,95,G,2013
705,Drake,Hotline Bling,128,G,2015
708,Carly Rae Jepsen,Run Away With Me,128,G,2015
709,Carly Rae Jepsen,Run Away With Me,119,G,2015
710,Maroon 5,Feelings,122,G,2015
711,Conrad Sewell,Hold Me Up,123,G,2015
712,Conrad Sewell,Hold Me Up,115,G,2015
713,Daya,Hide Away,95,G,2015
714,Nick Jonas,Levels,125,G,2015
715,Macklemore & Ryan Lewis,Downtown,128,G,2015
716,Demi Lovato,Confident,130,G,2015
717,Becky G,Break A Sweat,109,G,2015
718,DNCE,Cake By The Ocean,119,G,2015
719,Rudimental (f/Ed Sheeran),Lay It All On Me,123,G,2015
720,Elle King,Ex's & Ohh's,140,G,2015
721,The Chainsmokers (f/Rozes),Roses,122,G,2015
723,Taylor Swift,Wildest Dreams (Remix),128,G,2015
724,Drake,Hotline Bling (Remix),126,G,2015
726,Justin Bieber,Sorry,100,G,2015
727,Justin Bieber,Sorry,125,G,2015
728,Adele,Hello (Remix),115,G,2015
729,Adele,Hello (Remix),128,G,2015
730,Shaggy (f/Pitbull),Only Love,128,G,2015
731,Flo Rida,My House,94,G,2015
732,Chris Brown,Zero,122,G,2015
733,One Direction,Perfect,100,G,2015
734,Pitbull (f/Lil Jon),The Anthem,124,G,2006
736,Ariana Grande,Focus,100,G,2015
737,Rudimental (f/Ed Sheeran),Lay It All On Me,125,G,2015
738,5 Seconds Of Summer,Hey Everybody!,126,G,2015
739,David Guetta (f/Nicki Minaj),Turn Me On,128,G,2012
740,Selena Gomez,Same Old Love,110,G,2015
741,Meghan Trainor (f/John Legend),Like I'm Gonna Lose You,98,G,2015
743,Justin Timberlake,Rock Your Body,100,G,2003
744,Beyonce (f/Jay Z),Crazy In Love,99,G,2004
745,Shakira (f/Wyclef Jean),Hips Don't Lie,100,G,2006
746,Fetty Wap (f/Remy Boyz),679,124,G,2015
747,Selena Gomez,Good For You,124,G,2015
748,Selena Gomez,Same Old Love,124,G,2015
749,The Weeknd,In The Night,112,G,2015
750,The Chainsmokers (f/Rozes),Roses,100,G,2015
751,Adele,Hello (Remix),106,G,2015
752,Alessia Cara,Here (Remix),121,G,2015
753,Tori Kelly,Hollow,126,G,2015
754,Nelly (f/Jeremih),The Fix,110,G,2015
755,Robin Schulz (f/Francesco Yates),Sugar,123,G,2015
756,Diplo & Sleepy Tom,Be Right There,125,G,2015
757,Elle King,Ex's & Ohh's,130,G,2015
758,Flo Rida,My House,100,G,2015
759,Selena Gomez (f/A$AP Rocky),Good For You,110,G,2015
760,Charlie Puth,One Call Away (Remix),124,G,2015
761,Gwen Stefani,Used To Love You,101,G,2015
763,Tori Kelly,Hollow,130,G,2015
764,Shawn Mendes (f/Camila Cabello),I Know What You Did Last…,114,G,2015
765,Justin Bieber,Children,127,G,2015
766,Nelly (f/Jeremih),The Fix (Remix),124,G,2015
767,Gwen Stefani,Used To Love You,114,G,2015
768,Adele,Hello (Remix),125,G,2015
769,Flo Rida,My House,124,G,2015
770,Jason Derulo,Get Ugly,111,G,2015
771,Jason Derulo,Get Ugly,128,G,2015
772,Justin Bieber,Love Yourself,100,G,2015
773,Justin Bieber,Love Yourself,120,G,2015
774,Justin Bieber,Love Yourself,115,G,2015
775,Hozier,Take Me To Church (Remix),128,G,2014
776,Flo Rida,My House,128,G,2015
777,Tinashe (f/Chris Brown),Player,106,G,2015
778,Selena Gomez,Same Old Love,102,G,2015
779,David Guetta (f/Sia & Fetty Wap),Bang My Head,108,G,2015
780,Shawn Mendes,Stitches,130,G,2015
782,The Weeknd,In The Night,126,G,2015
783,Justin Bieber,Love Yourself,126,G,2015
784,Travis Scott,Antidote,130,G,2015
785,Selena Gomez,Hands To Myself,111,R,2016
786,Taylor Swift,Out Of The Woods,92,R,2016
787,David Guetta (f/Sia & Fetty Wap),Bang My Head (Remix),123,R,2016
788,Ellie Goulding,Something In The Way You Move,109,R,2016
789,Ariana Grande (f/Iggy Azalea),Problem,103,G,2014
790,G-Eazy (f/Beba Rexha),Me Myself & I,126,R,2016
791,DJ Snake (f/Bipolar Sunshine),Middle,105,R,2016
793,BORNS,Electric Love,123,R,2016
794,Shawn Hook,Sound Of  Your Heart,122,R,2016
795,Taylor Swift,Out Of The Woods,118,R,2016
797,Rihanna (f/Drake),Work,92,R,2016
798,Mike Posner,I Took A Pill In Ibiza,102,R,2016
799,Shawn Hook,Sound Of Your Heart,124,R,2016
800,Twenty One Pilots,Stressed Out (Remix),126,R,2016
801,Alessia Cara,Wild Things,108,R,2016
803,Taylor Swift,Out Of The Woods,128,R,2016
805,Adele,When We Were Young (Remix),128,R,2016
806,Rihanna,Work,100,R,2016
807,Rihanna,Work (Remix),118,R,2016
808,Daya,Hide Away,122,R,2016
809,Shawn Mendes & Camila Cabello,I Know What You Did Last Summer,120,R,2016
810,Troye Sivan,Youth (Remix),128,R,2016
811,Alessia Cara,Wild Things (Remix),100,R,2016
812,MNEK & Zara Larsson,Never Forget You,125,G,2016
813,Zendaya (f/Chris Brown),Something New,102,R,2016
814,Daya,Hide Away (Remix),100,R,2016
815,Ellie Goulding,Something In The Way You Move (Remix),126,R,2016
816,Justin Bieber,Love Yourself,128,R,2016
817,The Weeknd,In The Night (Remix),124,R,2016
818,The Chainsmokers (f/Rozes),Roses (Remix),105,R,2016
819,The Chainsmokers (f/Rozes),Roses (Remix),115,R,2016
820,Ellie Goulding,Something In The Way You Move (Remix),124,R,2016
821,Lukas Graham,7 Years (Remix),128,R,2016
823,Gwen Stefani,Make Me Like You,118,R,2016
824,Ed Sheeran,Don't (Remix),120,G,2014
825,Andy Grammer,Honey I'm Good,122,G,2015
826,Selena Gomez,Hands To Myself (Remix),128,R,2016
827,Taylor Swift,New Romantics,122,R,2016
828,Fifth Harmony (f/Ty Dolla $ign),Work From Home,105,R,2016
829,Kygo (f/Parson James),Stole The Show,100,R,2016
830,Nathan Sykes (f/Ariana Grande),Over & Over Again,130,R,2016
831,Shawn Hook,Sound Of Your Heart (Remix),128,R,2016
832,Ellie Goulding,Something In The Way You Move (Remix),115,R,2016
833,Ellie Goulding,Something In The Way You Move (Remix),128,R,2016
834,DJ Snake (f/Bipolar Sunshine),The Middle (Remix),115,R,2016
835,DJ Snake (f/Bipolar Sunshine),The Middle (Remix),128,R,2016
836,MNEK & Zara Larsson,Never Forget You (Remix),124,R,2016
837,Justin Bieber,Company,95,R,2016
839,Meghan Trainor,No,94,R,2016
840,Rihanna (f/Drake),Work (Remix),128,R,2016
842,Ne-Yo,Because Of You,128,G,2007
843,Dillon Francis & Kygo,Coming Over (Remix),123,R,2016
844,Major Lazer,Light It Up (Remix),124,R,2016
845,Major Lazer,Light It Up (Remix),108,R,2016
846,Iggy Azalea,Team,100,R,2016
847,Fifth Harmony,Work From Home (Remix),128,R,2016
848,Selena Gomez,Hands To Myself (Remix),125,G,2016
850,Lukas Graham,7 Years (Remix),115,R,2016
851,Zayn,Pillowtalk (Remix),126,R,2016
853,Gwen Stefani,Make Me Like You (Remix),127,R,2016
854,Panic At The Disco,Victorious (Remix),123,R,2016
855,Mike Posner,I Took A Pill In Ibiza (Remix),126,R,2016
856,R Kelly,Ignition,126,G,2003
857,DNCE,Cake By The Ocean (Remix),126,R,2016
858,Rihanna (f/Drake),Work (Remix),125,G,2016
859,Panic At The Disco,Victorious,110,R,2016
860,Troye Sivan,Youth (Remix),104,R,2016
861,Jason Derulo,If It Ain't Love,129,R,2016
862,Grace (f/G-Eazy),You Don't Own Me (Remix),124,R,2016
863,Grace (f/G-Eazy),You Don't Own Me (Remix),126,R,2016
864,Ginuwine,Pony (Remix),124,G,1996
865,Blackstreet,No Diggity (Remix),100,G,1996
866,Drake,One Dance,104,R,2016
867,Sia (f/Sean Paul),Cheap Thrills,104,R,2016
868,Alessia Cara,Wild Things (Remix),122,R,2016
869,Fifth Harmony (f/Ty Dolla $ign),Work From Home (Remix),124,R,2016
870,Ariana Grande,Dangerous Woman (Remix),126,R,2016
871,Ruth B,Lost Boy (Remix),122,R,2016
872,AlunaGeorge (f/Popcaan),I'm In Control,104,R,2016
873,Flume (f/Kai),Never Be Like You (Remix),125,G,2016
874,Kanye West (f/Daft Punk),Stronger,104,G,2007
875,Nick Jonas (f/Tove Lo),Close (Remix),124,R,2016
876,Nick Jonas (f/Tove Lo),Close (Remix),115,R,2016
877,Twenty One Pilots,Ride (Remix),128,R,2016
878,Melanie Martinez,Pity Party (Remix),128,R,2016
879,Ellie Goulding,Army (Remix),115,R,2016
880,Alan Walker,Faded (Remix),122,R,2016
881,Calvin Harris (f/Rihanna),This Is What You Came For,124,R,2016
882,Rihanna,Kiss It Better (Remix),95,R,2016
883,Timeflies,Once In A While,105,R,2016
884,Selena Gomez,Kill Em With Kindness,120,R,2016
885,Justin Timberlake,Can't Stop The Feeling,113,R,2016
886,Grace (f/G-Eazy),You Don't Own Me (Remix),130,R,2016
887,Ellie Goulding,Army (Remix),124,R,2016
888,Drake,One Dance (Remix),124,R,2016
889,Meghan Trainor,Me Too,124,R,2016
890,Pitbull (f/Enrique Iglesias),Messin' Around,124,R,2016
891,Desiigner,Panda (Remix),128,R,2016
892,Sia (f/Sean Paul),Cheap Thrills (Remix),123,R,2016
893,Zayn,Like I Would,124,R,2016
894,DNCE,Toothbrush,105,R,2016
895,Kiiara,Gold (Remix),120,R,2016
896,Alesso (f/Nico & Vinz),I Wanna Know,116,R,2016
897,Alesso (f/Nico & Vinz),I Wanna Know (Remix),126,R,2016
898,Pitbull (f/Enrique Iglesias),Messin' Around (Remix),92,R,2016
899,Selena Gomez,Kill Em With Kindness (Remix),123,R,2016
900,The Chainsmokers (f/Daya),Don't Let Me Down,91,R,2016
901,Ruth B,Lost Boy (Remix),116,R,2016
902,Bebe Rexha (f/Nicki Minaj),No Broken Hearts,128,R,2016
903,Charlie Puth (f/Selena Gomez),We Don't Talk Anymore,100,R,2016
905,Rihanna,Needed Me (Remix),126,R,2016
906,Rihanna,Needed Me (Remix),100,R,2016
907,Fifth Harmony (f/Fetty Wap),All In My Head,95,R,2016
909,Beyonce,Sorry (Remix),130,R,2016
910,Ariana Grande,Into You,108,R,2016
913,Jordan Fisher,All About Us,93,R,2016
914,Coldplay (f/Beyonce),Hymn For The Weekend (Remix),125,G,2016
915,Drake (f/Rihanna),Too Good,118,R,2016
916,Galantis,No Money,126,R,2016
917,Zara Larsson,Lush Life,98,R,2016
918,Pink,Just Like Fire (Remix),128,R,2016
919,Adele,Send My Love (To Your New Lover) (Remix),100,R,2016
920,Pink,Just Like Fire (Remix),120,R,2016
921,Twenty One Pilots,Stressed Out (Remix),123,R,2016
922,Ariana Grande,Into You (Remix),123,R,2016
923,Justin Timberlake,Can't Stop The Feeling (Remix),122,R,2016
924,OneRepublic,Wherever I Go (Remix),105,R,2016
925,OneRepublic,Wherever I Go (Remix),120,R,2016
926,Kiiara,Gold (Remix),100,R,2016
927,Kungs vs Cookin' On 3 Burners,This Girl,122,R,2016
929,Demi Lovato,Body Say,126,R,2016
930,Pink,Just Like Fire (Remix),90,R,2016
931,Daya,Sit Still Look Pretty,91,R,2016
932,Major Lazer (feat Justin Bieber & Mo),Cold Water (Remix),123,R,2016
933,Major Lazer (feat Justin Bieber & Mo),Cold Water,93,R,2016
934,Britney Spears (feat G-Eazy),Make Me,123,R,2016
935,X Ambassadors,Unsteady,122,R,2016
936,DNCE,Toothbrush (Remix),118,R,2016
937,Tinie Tempah (f/Zara Larsson),Girls Like,120,R,2016
938,Hailee Steinfeld & Grey (f/Zedd),Starving,100,R,2016
939,Fifth Harmony (f/Fetty Wap),All In My Head (Remix),124,R,2016
940,Fifth Harmony (f/Fetty Wap),All In My Head,102,R,2016
942,DNCE,Toothbrush (Remix),125,G,2016
943,Flume (f/Kai),Never Be Like You (Remix),128,R,2016
944,Kungs vs Cookin' On 3 Burners,This Girl (Remix),128,R,2016
945,Daya,Sit Still Look Pretty (Remix),100,R,2016
946,Katy Perry,Rise (Remix),110,R,2016
947,Major Lazer (f/Justin Bieber & Mo),Cold Water (Remix),106,R,2016
948,Drake (f/Rihanna),Too Good (Remix),126,R,2016
949,The Chainsmokers (f/Halsey),Closer,95,R,2016
950,Rihanna (f/Drake),Work (Remix),112,R,2016
952,DJ Snake (f/Justin Bieber),Let Me Love You,100,R,2016
953,Katy Perry,Rise (Remix),124,R,2016
954,Gnash (f/Olivia O'Brien),"I Hate You, I Love You (Remix)",118,R,2016
955,Troye Sivan (f/Alessia Cara),Wild,94,R,2016
957,DJ Snake (f/Justin Bieber),Let Me Love You (Remix),122,R,2016
958,Pitbull (f/Flo Rida & Lunchmoney Lewis),Greenlight,115,R,2016
959,Tove Lo,Cool Girl,102,R,2016
960,The Chainsmokers (f/Halsey),Closer (Remix),126,R,2016
961,Adele,Send My Love (To Your New Lover) (Remix),106,R,2016
962,Tory Lanez,LUV,95,R,2016
963,Frenship (f/Emily Warren),Capsize,93,R,2016
964,Jason Derulo,Kiss The Sky,110,R,2016
966,Major Lazer (f/Justin Bieber & Mo),Cold Water (Remix),100,R,2016
967,Twenty One Pilots,Heathens (Remix),124,R,2016
968,Ellie Goulding,Still Falling For You (Remix),123,R,2016
969,Cash Cash & Digital Farm Animals (f/Nelly),Millionaire,100,R,2016
970,Drake,Controlla,96,R,2016
971,Lady Gaga,Perfect Illusion,125,G,2016
972,Calvin Harris,My Way,120,R,2016
973,Shawn Mendes,Treat You Better (Remix),98,R,2016
974,The Chainsmokers (f/Halsey),Closer (Remix),100,R,2016
975,Pitbull (f/Flo Rida & Lunchmoney Lewis),Greenlight (Remix),127,R,2016
976,Frenship (f/Emily Warren),Capsize,103,R,2016
977,The Weeknd (f/Daft Punk),Starboy,93,R,2016
978,Shawn Mendes,Treat You Better (Remix),100,R,2016
981,Calvin Harris,My Way (Remix),124,R,2016
982,Sia (f/Kendrick Lamar),The Greatest,96,R,2016
983,Kanye West,Fade,106,R,2016
984,Tinashe,Superlove (Remix),135,R,2016
985,Alessia Cara,Scars To Your Beautiful,97,R,2016
987,Twenty One Pilots,Heathens (Remix),106,R,2016
988,Twenty One Pilots,Heathens (Remix),92,R,2016
990,The Chainsmokers (f/Halsey),Closer (Remix),108,R,2016
991,Kiiara,Gold (Remix),123,R,2016
992,Tory Lanez,LUV (Remix),110,R,2016
993,X Ambassadors,Unsteady (Remix),117,R,2016
994,Fifth Harmony,That's My Girl,101,R,2016
996,Major Lazer (f/Justin Bieber & Mo),Cold Water (Remix),120,R,2016
997,Major Lazer (f/Justin Bieber & Mo),Cold Water (Remix),128,R,2016
998,Adele,Send My Love (To Your New Lover) (Remix),105,R,2016
999,Adele,Send My Love (To Your New Lover) (Remix),115,R,2016
1000,Adele,Send My Love (To Your New Lover) (Remix),120,R,2016
1001,The Weeknd (f/Daft Punk),Starboy (Remix),122,R,2016
1003,DNCE,Body Moves,102,R,2016
1004,Ja Rule (f/Ashanti),Always On Time,100,G,2003
1005,Coldplay (f/Beyonce),Hymn For The Weekend,102,R,2016
1006,Sia (f/Kendrick Lamar),The Greatest (Remix),108,R,2016
1007,John Legend,Love Me Now,124,R,2016
1008,Twenty One Pilots,Heathens,90,R,2016
1009,Twenty One Pilots,Ride,75,R,2016
1010,Twenty One Pilots,Stressed Out,85,R,2016
1011,Adele,Hello,85,G,2015
1012,The Chainsmokers (f/Daya),Don't Let Me Down,80,R,2016
1015,Alessia Cara,Here,72,R,2016
1016,Ariana Grande (f/Nicki Minaj),Side To Side,80,R,2016
1017,Ariana Grande (f/Mac Miller),The Way,82,G,
1018,Coldplay (f/Beyonce),Hymn For The Weekend,90,R,2016
1019,X Ambassadors,Renegades,90,R,2016
1020,Adele,Send My Love (To Your New Lover),82,R,2016
1021,Pink,Just Like Fire,81,R,2016
1023,James Bay,Let It Go,82,R,2016
1024,James Bay,Let It Go,90,R,2016
1025,Shawn Mendes,Stitches,75,R,2016
1026,Shawn Mendes,Treat You Better,83,R,2016
1027,Zara Larsson & MNEK,Never Forget You,73,R,2016
1028,Selena Gomez (f/A$AP Rocky),Good For You,90,R,2016
1029,Nick Jonas,Jealous,93,G,2015
1030,Daya,Hide Away,95,R,2016
1031,Ellie Goulding,On My Mind,77,R,2016
1032,Drake,Hotline Bling,68,R,2016
1033,Taylor Swift (f/Kendrick Lamar),Bad Blood,85,G,2015
1034,Ed Sheeran,Thinking Out Loud,85,R,2016
1035,Ed Sheeran,Thinking Out Loud,89,R,2016
1037,Ellie Goulding,Love Me Like You Do,95,G,2015
1038,Kent Jones,Don't Mind,80,R,2016
1039,Charlie Puth,One Call Away,91,R,2016
1040,David Guetta (f/Nicki Minaj),Hey Mama,86,G,2015
1041,David Guetta (f/Nicki Minaj),Hey Mama,92,G,2015
1042,Maroon 5,Animals,95,G,2014
1044,Nick Jonas,Chains,85,G,2015
1045,Sam Smith (f/A$AP Rocky),I'm Not The Only One,82,G,2015
1046,Iggy Azalea (f/Rita Ora),Beg For It,93,G,2015
1047,Taylor Swift,Shake It Off,82,G,2014
1048,Ed Sheeran,Don't,95,G,2014
1049,Bruno Mars,Locked Out Of Heaven,144,G,2012
1050,Katy Perry (f/Juicy J),Dark Horse,66,G,2013
1051,B.O.B. (f/Hayley Williams),Airplanes Part 2,93,G,2010
1052,Macklemore & Ryan Lewis,Can't Hold Us,73,G,2012
1053,Sia,Chandelier,87,G,2014
1054,Nelly,Ride Wit Me,101,G,2000
1055,Jason Derulo,Whatcha Say,72,G,2009
1056,Magic,Rude,72,G,2013
1057,Magic,Rude,85,G,2013
1058,Lorde,Royals,85,G,2013
1059,Sam Smith,Stay With Me,85,G,2014
1060,Sam Smith,Stay With Me (Remix),93,G,2014
1061,Eminem,Lose Yourself,85,G,2002
1062,Eminem (f/Rihanna),Love The Way You Lie,86,G,2010
1063,Justin Timberlake (f/T.I.),My Love,120,G,2006
1064,Kanye West (f/Jamie Foxx),Gold Digger,92,G,2005
1065,Maroon 5,One More Night,93,G,2012
1066,Justin Timberlake,Mirrors,77,G,2013
1067,Rihanna (f/Jay Z),Umbrella,87,G,2007
1068,Charli XCX,Boom Clap,92,G,2014
1069,Imagine Dragons,Demons,90,G,2012
1070,Ellie Goulding,Burn,87,G,2013
1071,Katy Perry (f/Kanye West),E.T.,75,G,2010
1072,Iggy Azalea (f/Rita Ora),Black Widow,82,G,2014
1073,Iggy Azalea (f/Charli XCX),Fancy,95,G,2014
1074,Jay Z (f/Justin Timberlake),Holy Grail,72,G,2013
1075,Fall Out Boy,Uma Thurman,75,G,2015
1076,Fall Out Boy,My Songs Know What You Did Last Summer,76,G,2013
1077,Lumineers,Ho Hey,80,G,2012
1078,Katy Perry,Roar,90,G,2013
1079,Pharrell Williams,Happy,85,G,2013
1080,Chris Brown,Forever,120,G,2008
1081,Jessie J & Ariana Grande,Bang Bang,75,G,2014
1083,Sean Paul,Temperature,125,G,2005
1084,T.I.,Whatever You Like,75,G,2008
1085,Jay Z (f/Alicia Keys),Empire State Of Mind,87,G,2009
1086,The Notorious B.I.G.,Mo Money Mo Problems,104,G,1997
1087,Fun,We Are Young,92,G,2011
1088,Nelly,Just A Dream,95,G,2010
1089,Justin Timberlake (f/Jay Z),Suit & Tie,102,G,2013
1090,Fat Joe (f/Ashanti),What's Luv,94,G,2001
1091,Baby Bash,Suga Suga,82,G,2003
1092,50 Cent,In Da Club,90,G,2003
1093,2 Pac (f/Dr Dre),California Love,92,G,1995
1094,Selena Gomez,Come & Get It,80,G,2013
1095,Rihanna,Diamonds,92,G,2012
1096,Ne-Yo,Miss Independent,87,G,2008
1097,Maroon 5,Pay Phone,110,G,2012
1098,Avicii,Levels,125,G,2011
1099,Wiz Khalifa (f/Snoop Dogg),Young Wild & Free,95,G,2011
1100,T.I. (f/Rihanna),Live Your Life,80,G,2008
1101,Rihanna,Rude Boy,87,G,2009
1102,Beyonce (f/Sean Paul),Baby Boy,92,G,2003
1103,Justin Timberlake,Cry Me A River,80,G,2002
1104,David Guetta (f/Nicki Minaj),Turn Me On,128,G,2011
1106,The Notorious B.I.G.,Hypnotize,94,G,1997
1107,TLC,No Scrubs,94,G,1999
1108,Maroon 5 (f/Kendrick Lamar),Don't Wanna Know,100,R,2016
1109,Kanye West,Fade (Remix),124,R,2016
1110,Rihanna,Love On The Brain (Remix),80,R,2016
1111,Rihanna,Love On The Brain (Remix),122,R,2016
1112,Rihanna,Love On The Brain (Remix),125,G,2016
1114,Dua Lipa,Blow Your Mind (Mwah),109,R,2016
1115,Alessia Cara,Scars To Your Beautiful (Remix),118,R,2016
1116,Alessia Cara,Scars To Your Beautiful (Remix),100,R,2016
1117,Sia (f/Kendrick Lamar),The Greatest (Remix),103,R,2016
1118,Jon Bellion,All Time Low,90,R,2016
1119,Ariana Grande (f/Nicki Minaj),Side To Side (Remix),128,R,2016
1120,Gnash (f/Olivia O'Brien),"I Hate U, I Love U (Remix)",100,R,2016
1124,Maroon 5,Don't Wanna Know (Remix),125,G,2016
1125,The Weeknd (f/Daft Punk),Starboy (Remix),100,R,2016
1126,X Ambassadors,Unsteady (Remix),126,R,2016
1127,Niall Horan,This Town,120,R,2016
1128,Zara Larsson,Ain't My Fault (Remix),128,R,2016
1129,Maroon 5 (f/Kendrick Lamar),Don't Wanna Know,105,R,2016
1131,Anne Marie,Alarm (Remix),126,R,2016
1133,The Chainsmokers (f/Phoebe Ryan),All We Know (Remix),100,R,2016
1134,The Chainsmokers (f/Phoebe Ryan),All We Know,93,R,2016
1135,Machine Gun Kelly (f/Camila Cabello),Bad Things (Remix),130,R,2016
1136,Dua Lipa,Blow Your Mind (Mwah) (Remix),124,R,2016
1137,Hailee Steinfeld & Grey (f/Zedd),Starving,124,R,2016
1138,Missy Elliot,Get Ur Freak On (Remix),100,G,2000
1139,Missy Elliot,Work It,102,G,2004
1140,Nelly Furtado (f/Timbaland),Promiscuous,126,G,2006
1141,Lady Gaga,Million Reasons (Remix),126,R,2016
1144,Maroon 5,Don't Wanna Know (Remix),110,R,2016
1145,Maroon 5,Don't Wanna Know (Remix),123,R,2016
1146,Ariana Grande (f/Nicki Minaj),Side To Side (Remix),124,R,2016
1148,Twenty One Pilots,Heathens (Remix),118,R,2016
